"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.target_property"	"Answer.familiarization_cond"	"Answer.money_allocated_to_logical"	"Answer.Likert_value_target"	"Answer.participant_response_type_condition"	"Answer.comment"	"Answer.linguistic_framing_condition"	"Answer.manip_check_dist"	"Answer.item"	"Answer.Likert_value_logical"	"Answer.question_type_condition"	"Answer.choice"	"Answer.money_allocated_to_target"	"Answer.target_frequency"	"Answer.about"	"Answer.familiarization_present_in_study"	"Answer.manip_check_target"	"Answer.participant_feature_count_condition"	"Answer.target_filler_sequence_condition"	"Answer.target_position"	"Answer.name_check_correct"	"Answer.Likert_value_foil"	"Answer.choice_correct"	"Answer.money_allocated_to_foil"
"2HZFL42J1LY5R4D23RRIMFKJ68Z3OC"	"22OWJ5OPB0YVZSEYI127KP9U3GTX5T"	"What is he talking about? (2-3 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sun Nov 17 20:20:33 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Nov 24 20:20:33 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2HZFL42J1LY5R4D23RRIMFKJ68Z3OC"	"2TNCNHMVHVKC2T71G7Y4P79PHCI24R"	"A3EFF33NP4XN2A"	"Approved"	"Mon Nov 18 13:03:54 PST 2013"	"Sun Nov 17 20:22:01 PST 2013"	"Sun Nov 17 20:23:54 PST 2013"	"Sun Nov 17 20:29:24 PST 2013"	""	""	""	""	"""mustache"""	"-1"	"5"	"-1"	"1"	""""""	"0"	"""1"""	"""friend"""	"-1"	"0"	"""null"""	"20"	"0"	"""who is bob friends with more."""	"0"	"""2"""	"1"	"0"	"""left"""	"""TRUE"""	"-1"	"""FALSE"""	"75"
"2HZFL42J1LY5R4D23RRIMFKJ68Z3OC"	"22OWJ5OPB0YVZSEYI127KP9U3GTX5T"	"What is he talking about? (2-3 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sun Nov 17 20:20:33 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Nov 24 20:20:33 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2HZFL42J1LY5R4D23RRIMFKJ68Z3OC"	"2UET6YTWX4H30VVB0I09MI6NA7N2X6"	"ALYKV51I3OS5L"	"Approved"	"Mon Nov 18 13:07:52 PST 2013"	"Sun Nov 17 20:26:26 PST 2013"	"Sun Nov 17 20:27:52 PST 2013"	"Sun Nov 17 20:29:24 PST 2013"	""	""	""	""	"""mustache"""	"-1"	"50"	"-1"	"1"	"""No. """	"0"	"""1"""	"""friend"""	"-1"	"0"	"""null"""	"50"	"0"	"""Bob's mustachioed friend. """	"0"	"""2"""	"1"	"0"	"""middle"""	"""TRUE"""	"-1"	"""FALSE"""	"0"
"2HZFL42J1LY5R4D23RRIMFKJ68Z3OC"	"22OWJ5OPB0YVZSEYI127KP9U3GTX5T"	"What is he talking about? (2-3 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sun Nov 17 20:20:33 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Nov 24 20:20:33 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2HZFL42J1LY5R4D23RRIMFKJ68Z3OC"	"2WYIAA2SEIUUDT6OMPBAAIIXZ8EOOT"	"A3DZ46U9XRLVBI"	"Approved"	"Mon Nov 18 13:16:59 PST 2013"	"Sun Nov 17 20:33:57 PST 2013"	"Sun Nov 17 20:36:59 PST 2013"	"Sun Nov 17 20:45:47 PST 2013"	""	""	""	""	"""glasses"""	"-1"	"60"	"-1"	"1"	""""""	"0"	"""1"""	"""friend"""	"-1"	"0"	"""null"""	"40"	"0"	"""Bob's friends and who he likes better."""	"0"	"""2"""	"1"	"0"	"""middle"""	"""TRUE"""	"-1"	"""FALSE"""	"0"
"2HZFL42J1LY5R4D23RRIMFKJ68Z3OC"	"22OWJ5OPB0YVZSEYI127KP9U3GTX5T"	"What is he talking about? (2-3 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sun Nov 17 20:20:33 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Nov 24 20:20:33 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2HZFL42J1LY5R4D23RRIMFKJ68Z3OC"	"24IIHPCGJ2D2KH9W1280PPPX9IW935"	"A1YQJGPW6E59Z8"	"Approved"	"Mon Nov 18 13:17:42 PST 2013"	"Sun Nov 17 20:34:29 PST 2013"	"Sun Nov 17 20:37:42 PST 2013"	"Sun Nov 17 20:45:47 PST 2013"	""	""	""	""	"""glasses"""	"-1"	"50"	"-1"	"1"	"""no"""	"0"	"""1"""	"""friend"""	"-1"	"0"	"""null"""	"50"	"0"	"""deciding which friend bob visited"""	"0"	"""2"""	"1"	"0"	"""right"""	"""TRUE"""	"-1"	"""FALSE"""	"0"
"2HZFL42J1LY5R4D23RRIMFKJ68Z3OC"	"22OWJ5OPB0YVZSEYI127KP9U3GTX5T"	"What is he talking about? (2-3 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sun Nov 17 20:20:33 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Nov 24 20:20:33 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2HZFL42J1LY5R4D23RRIMFKJ68Z3OC"	"2TS11K274J793J26XDE4CUXK3THDF0"	"A3QSDZ8AAGZDKC"	"Approved"	"Mon Nov 18 13:21:23 PST 2013"	"Sun Nov 17 20:39:32 PST 2013"	"Sun Nov 17 20:41:23 PST 2013"	"Sun Nov 17 20:45:47 PST 2013"	""	""	""	""	"""mustache"""	"-1"	"50"	"-1"	"1"	"""no"""	"0"	"""1"""	"""friend"""	"-1"	"0"	"""null"""	"50"	"0"	"""who joe visits"""	"0"	"""2"""	"1"	"0"	"""left"""	"""FALSE"""	"-1"	"""FALSE"""	"0"
"2HZFL42J1LY5R4D23RRIMFKJ68Z3OC"	"22OWJ5OPB0YVZSEYI127KP9U3GTX5T"	"What is he talking about? (2-3 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sun Nov 17 20:20:33 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Nov 24 20:20:33 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2HZFL42J1LY5R4D23RRIMFKJ68Z3OC"	"2W33Q39Z0B6UCHCT0JMSZVRP759LWM"	"A3058EF4S1HP2W"	"Approved"	"Mon Nov 18 13:26:15 PST 2013"	"Sun Nov 17 20:44:57 PST 2013"	"Sun Nov 17 20:46:15 PST 2013"	"Sun Nov 17 20:52:29 PST 2013"	""	""	""	""	"""hat"""	"-1"	"50"	"-1"	"1"	""""""	"0"	"""1"""	"""friend"""	"-1"	"0"	"""null"""	"50"	"0"	"""Determining who Bob's best friend is."""	"0"	"""2"""	"1"	"0"	"""middle"""	"""TRUE"""	"-1"	"""FALSE"""	"0"
"2HZFL42J1LY5R4D23RRIMFKJ68Z3OC"	"22OWJ5OPB0YVZSEYI127KP9U3GTX5T"	"What is he talking about? (2-3 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sun Nov 17 20:20:33 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Nov 24 20:20:33 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2HZFL42J1LY5R4D23RRIMFKJ68Z3OC"	"2IBVCNHMVHVKVC61XPT7AJ7EB6931R"	"A70AS0KVKADBY"	"Approved"	"Mon Nov 18 13:26:15 PST 2013"	"Sun Nov 17 20:45:17 PST 2013"	"Sun Nov 17 20:46:15 PST 2013"	"Sun Nov 17 20:52:30 PST 2013"	""	""	""	""	"""mustache"""	"-1"	"50"	"-1"	"1"	""""""	"0"	"""1"""	"""friend"""	"-1"	"0"	"""null"""	"50"	"0"	"""Guessing who Bob was talking about."""	"0"	"""2"""	"1"	"0"	"""right"""	"""TRUE"""	"-1"	"""FALSE"""	"0"
"2HZFL42J1LY5R4D23RRIMFKJ68Z3OC"	"22OWJ5OPB0YVZSEYI127KP9U3GTX5T"	"What is he talking about? (2-3 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sun Nov 17 20:20:33 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Nov 24 20:20:33 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2HZFL42J1LY5R4D23RRIMFKJ68Z3OC"	"2DN0FK0COK2JXUS7LPB9RRWBFFNJQE"	"A2OD9GN6P83C1O"	"Approved"	"Mon Nov 18 13:29:57 PST 2013"	"Sun Nov 17 20:48:36 PST 2013"	"Sun Nov 17 20:49:57 PST 2013"	"Sun Nov 17 20:56:55 PST 2013"	""	""	""	""	"""mustache"""	"-1"	"50"	"-1"	"1"	"""na"""	"0"	"""1"""	"""friend"""	"-1"	"0"	"""null"""	"50"	"0"	"""His friends"""	"0"	"""2"""	"1"	"0"	"""left"""	"""TRUE"""	"-1"	"""FALSE"""	"0"
"2HZFL42J1LY5R4D23RRIMFKJ68Z3OC"	"22OWJ5OPB0YVZSEYI127KP9U3GTX5T"	"What is he talking about? (2-3 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sun Nov 17 20:20:33 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Nov 24 20:20:33 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2HZFL42J1LY5R4D23RRIMFKJ68Z3OC"	"206OZFYQS1CSCFUFTW4SAIC65EQJMR"	"A3IX7NEE8OBXE5"	"Approved"	"Mon Nov 18 13:30:09 PST 2013"	"Sun Nov 17 20:48:27 PST 2013"	"Sun Nov 17 20:50:09 PST 2013"	"Sun Nov 17 20:56:56 PST 2013"	""	""	""	""	"""glasses"""	"-1"	"50"	"-1"	"1"	""""""	"0"	"""1"""	"""friend"""	"-1"	"0"	"""null"""	"50"	"0"	"""I have no idea"""	"0"	"""2"""	"1"	"0"	"""left"""	"""TRUE"""	"-1"	"""FALSE"""	"0"
"2HZFL42J1LY5R4D23RRIMFKJ68Z3OC"	"22OWJ5OPB0YVZSEYI127KP9U3GTX5T"	"What is he talking about? (2-3 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sun Nov 17 20:20:33 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Nov 24 20:20:33 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2HZFL42J1LY5R4D23RRIMFKJ68Z3OC"	"2TLUHYW2GTP9A3DS11D1C9YXFVKMRM"	"A3B1QD8D0U071F"	"Approved"	"Mon Nov 18 13:33:08 PST 2013"	"Sun Nov 17 20:50:42 PST 2013"	"Sun Nov 17 20:53:08 PST 2013"	"Sun Nov 17 21:22:21 PST 2013"	""	""	""	""	"""hat"""	"-1"	"50"	"-1"	"1"	"""I enjoyed it."""	"0"	"""1"""	"""friend"""	"-1"	"0"	"""null"""	"40"	"0"	"""Who was his friend."""	"0"	"""2"""	"1"	"0"	"""right"""	"""TRUE"""	"-1"	"""FALSE"""	"10"
"2HZFL42J1LY5R4D23RRIMFKJ68Z3OC"	"22OWJ5OPB0YVZSEYI127KP9U3GTX5T"	"What is he talking about? (2-3 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sun Nov 17 20:20:33 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Nov 24 20:20:33 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2HZFL42J1LY5R4D23RRIMFKJ68Z3OC"	"2PI0ONNVRH1K0HFECW27CNVEC0ANWR"	"AR5AV0OMG1SJU"	"Approved"	"Mon Nov 18 13:35:27 PST 2013"	"Sun Nov 17 20:53:55 PST 2013"	"Sun Nov 17 20:55:27 PST 2013"	"Sun Nov 17 21:22:20 PST 2013"	""	""	""	""	"""hat"""	"-1"	"20"	"-1"	"1"	"""no"""	"0"	"""1"""	"""friend"""	"-1"	"0"	"""null"""	"50"	"0"	"""costs of hat and glasses"""	"0"	"""3"""	"1"	"0"	"""left"""	"""FALSE"""	"-1"	"""FALSE"""	"30"
"2HZFL42J1LY5R4D23RRIMFKJ68Z3OC"	"22OWJ5OPB0YVZSEYI127KP9U3GTX5T"	"What is he talking about? (2-3 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sun Nov 17 20:20:33 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Nov 24 20:20:33 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2HZFL42J1LY5R4D23RRIMFKJ68Z3OC"	"2P5EY5COW0LGAS988W6LI6VSLFAW5A"	"A300T8RLKJ32MY"	"Approved"	"Mon Nov 18 13:35:50 PST 2013"	"Sun Nov 17 20:54:14 PST 2013"	"Sun Nov 17 20:55:50 PST 2013"	"Sun Nov 17 21:22:20 PST 2013"	""	""	""	""	"""hat"""	"-1"	"50"	"-1"	"1"	""""""	"0"	"""1"""	"""friend"""	"-1"	"0"	"""null"""	"50"	"0"	"""betting on which friend bob visited by description"""	"0"	"""2"""	"1"	"0"	"""right"""	"""TRUE"""	"-1"	"""FALSE"""	"0"
