"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.item"	"Answer.target_property"	"Answer.target_frequency"	"Answer.target_position"	"Answer.familiarization_cond"	"Answer.participant_response_type_condition"	"Answer.participant_feature_count_condition"	"Answer.linguistic_framing_condition"	"Answer.target_filler_sequence_condition"	"Answer.question_type_condition"	"Answer.manip_check_target"	"Answer.manip_check_dist"	"Answer.name_check_correct"	"Answer.choice"	"Answer.choice_correct"	"Answer.money_allocated_to_foil"	"Answer.money_allocated_to_target"	"Answer.money_allocated_to_logical"	"Answer.Likert_value_foil"	"Answer.Likert_value_target"	"Answer.Likert_value_logical"	"Answer.about"	"Answer.comment"	"Answer.age"	"Answer.gender"	"Answer.scale_and_levels_condition"	"Answer.familiarization_present_in_study"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"28ZQEOZFYQS1VLZMKKORJS4OIEGHKF"	"A1KBDB4QJKCOF9"	"Approved"	"Sat Jan 25 09:05:13 PST 2014"	"Fri Jan 24 16:23:12 PST 2014"	"Fri Jan 24 16:25:13 PST 2014"	"Fri Jan 24 16:26:43 PST 2014"	""	""	""	""	"""sundae"""	"""chocolate"""	"0"	"""right"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""1"""	"""2"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""picking a sundae for Bob, who conveys to us chocolate"""	"""no"""	"""29"""	"""f"""	"2"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2DGU3K4F0OHOEK74E2BO8L98NRF10V"	"A3VYB7XCCIKJM4"	"Approved"	"Sat Jan 25 09:05:19 PST 2014"	"Fri Jan 24 16:24:11 PST 2014"	"Fri Jan 24 16:25:19 PST 2014"	"Fri Jan 24 16:26:43 PST 2014"	""	""	""	""	"""boat"""	"""motor"""	"0"	"""left"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""3"""	"""TRUE"""	"""logical"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Visual communication"""	"""No"""	"""23"""	"""m"""	"4"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"273NVP3TVOK5D8P5X3YQKOZL43V41E"	"A1KFK92GEFQ9F5"	"Approved"	"Sat Jan 25 09:05:31 PST 2014"	"Fri Jan 24 16:24:27 PST 2014"	"Fri Jan 24 16:25:31 PST 2014"	"Fri Jan 24 16:26:43 PST 2014"	""	""	""	""	"""boat"""	"""sail"""	"0"	"""middle"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""1"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""bob rents sail boat every weekend"""	"""good one"""	"""25"""	"""male"""	"4"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2C21QP6AUC26W9C796O310FQ6PR18I"	"A337764BAVRIPA"	"Approved"	"Sat Jan 25 09:05:39 PST 2014"	"Fri Jan 24 16:24:40 PST 2014"	"Fri Jan 24 16:25:39 PST 2014"	"Fri Jan 24 16:26:44 PST 2014"	""	""	""	""	"""pizza"""	"""peppers"""	"0"	"""right"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""1"""	"""2"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Bob liking pizza and telling me which one he wanted."""	""""""	"""29"""	"""m"""	"2"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2QB2D21O3W5X0TPPLX92QYEVR5S9FG"	"A4BZ06C508J53"	"Approved"	"Sat Jan 25 09:05:50 PST 2014"	"Fri Jan 24 16:24:40 PST 2014"	"Fri Jan 24 16:25:50 PST 2014"	"Fri Jan 24 16:27:50 PST 2014"	""	""	""	""	"""friend"""	"""mustache"""	"0"	"""left"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""1"""	"""FALSE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Choosing a person with a moustache"""	"""I could not remember the name."""	"""23"""	"""f"""	"3"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2NRKPFE4EGDHWF85HD99TZWCNR18IG"	"A37WXDYYT7RCZ0"	"Approved"	"Sat Jan 25 09:05:54 PST 2014"	"Fri Jan 24 16:24:50 PST 2014"	"Fri Jan 24 16:25:54 PST 2014"	"Fri Jan 24 16:26:44 PST 2014"	""	""	""	""	"""snowman"""	"""scarf"""	"0"	"""right"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""1"""	"""2"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""language"""	"""no"""	"""32"""	"""m"""	"2"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"22IV66RLPHITMA1W60BIC2NPWF4F7A"	"A2CSQNLTE06WZS"	"Approved"	"Sat Jan 25 09:06:00 PST 2014"	"Fri Jan 24 16:25:07 PST 2014"	"Fri Jan 24 16:26:00 PST 2014"	"Fri Jan 24 16:26:44 PST 2014"	""	""	""	""	"""Christmas tree"""	"""lights"""	"0"	"""right"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""3"""	"""TRUE"""	"""logical"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""understanding and language"""	"""no"""	"""21"""	"""m"""	"4"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2XXF3Q0JG5TY5GIWUGV9L9SYYUZEIL"	"A3JNJ0PBJ0D0BK"	"Approved"	"Sat Jan 25 09:06:11 PST 2014"	"Fri Jan 24 16:25:34 PST 2014"	"Fri Jan 24 16:26:11 PST 2014"	"Fri Jan 24 16:26:45 PST 2014"	""	""	""	""	"""sundae"""	"""whipped cream"""	"0"	"""left"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""1"""	"""TRUE"""	"""logical"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Bob eating ice cream"""	""""""	"""19"""	"""m"""	"4"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"28ENCWYB49F9BLYHT6SJUNSZBU7OSR"	"AYXIDCIGUA037"	"Approved"	"Sat Jan 25 09:06:12 PST 2014"	"Fri Jan 24 16:25:32 PST 2014"	"Fri Jan 24 16:26:12 PST 2014"	"Fri Jan 24 16:27:50 PST 2014"	""	""	""	""	"""sundae"""	"""cherry"""	"0"	"""middle"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""1"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""communication"""	"""no"""	"""45"""	"""m"""	"4"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2NAPDOBDDP8P2PQU9IZXSB3W9M22D6"	"AVHHHV0GTQC9Z"	"Approved"	"Sat Jan 25 09:06:28 PST 2014"	"Fri Jan 24 16:25:46 PST 2014"	"Fri Jan 24 16:26:28 PST 2014"	"Fri Jan 24 16:27:50 PST 2014"	""	""	""	""	"""snowman"""	"""mittens"""	"0"	"""left"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""1"""	"""2"""	"""FALSE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Memory"""	""""""	"""21"""	"""M"""	"2"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2XM8LZ6R70G5A2ED4OUVK7WYY6QN7P"	"A9HFZID537EXA"	"Approved"	"Sat Jan 25 09:06:29 PST 2014"	"Fri Jan 24 16:25:42 PST 2014"	"Fri Jan 24 16:26:29 PST 2014"	"Fri Jan 24 16:27:50 PST 2014"	""	""	""	""	"""pizza"""	"""olives"""	"0"	"""left"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""1"""	"""TRUE"""	"""logical"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""bob and pizza"""	"""no"""	"""23"""	"""m"""	"4"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2I64BLYHVI447L8KHZZDTEZYHNS1VN"	"A1KLKD0T0I2VW8"	"Approved"	"Sat Jan 25 09:06:54 PST 2014"	"Fri Jan 24 16:24:57 PST 2014"	"Fri Jan 24 16:26:54 PST 2014"	"Fri Jan 24 16:29:41 PST 2014"	""	""	""	""	"""boat"""	"""sail"""	"0"	"""middle"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""2"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Sails and Boats and Sailboats, also a cognition study for Standford"""	"""Hi!!"""	"""21"""	"""f"""	"3"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"29BMJUNU8LZ6A06G1W08J8J91RAI2O"	"A17T6TVHCLK3MH"	"Approved"	"Sat Jan 25 09:07:18 PST 2014"	"Fri Jan 24 16:25:13 PST 2014"	"Fri Jan 24 16:27:18 PST 2014"	"Fri Jan 24 16:29:41 PST 2014"	""	""	""	""	"""snowman"""	"""mittens"""	"0"	"""middle"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""2"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""snowmen"""	"""great hit"""	"""51"""	"""f"""	"3"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2E3LYHVI44OSLDRU4IEE5SBGVIDX3D"	"A3RYH6OUH7BJ4Z"	"Approved"	"Sat Jan 25 09:07:25 PST 2014"	"Fri Jan 24 16:26:26 PST 2014"	"Fri Jan 24 16:27:25 PST 2014"	"Fri Jan 24 16:35:17 PST 2014"	""	""	""	""	"""boat"""	"""motor"""	"0"	"""middle"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""2"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""words"""	"""no"""	""""""	"""m"""	"3"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2FPH0JPPSI2KH7VLOUY5QLMC2W6IOU"	"A1159EV0HX7QLZ"	"Approved"	"Sat Jan 25 09:07:43 PST 2014"	"Fri Jan 24 16:26:31 PST 2014"	"Fri Jan 24 16:27:43 PST 2014"	"Fri Jan 24 16:35:17 PST 2014"	""	""	""	""	"""Christmas tree"""	"""lights"""	"0"	"""left"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""2"""	"""TRUE"""	"""logical"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""decisions regarding christmas tree's"""	"""none"""	"""34"""	"""m"""	"3"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2V7Q0ONNVRH13AU9ALIBD6N1FYMMVF"	"A1T0NW527WZT7G"	"Approved"	"Sat Jan 25 09:07:54 PST 2014"	"Fri Jan 24 16:26:54 PST 2014"	"Fri Jan 24 16:27:54 PST 2014"	"Fri Jan 24 16:35:18 PST 2014"	""	""	""	""	"""sundae"""	"""chocolate"""	"0"	"""left"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""1"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""I do not know."""	""""""	"""27"""	"""m"""	"4"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"28349F9SSSHXKUPOJXK5N5FEPHQXTU"	"A10XN7HNZRPP4H"	"Approved"	"Sat Jan 25 09:08:20 PST 2014"	"Fri Jan 24 16:27:08 PST 2014"	"Fri Jan 24 16:28:20 PST 2014"	"Fri Jan 24 16:35:18 PST 2014"	""	""	""	""	"""Christmas tree"""	"""star"""	"0"	"""left"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""1"""	"""TRUE"""	"""foil"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Communication, Christmas Trees, Star"""	""""""	"""28"""	"""F"""	"4"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"27J24SMEZZ2M1DSN5ZZPFY3EZ9ZK3C"	"A38GK33NFSSS3Y"	"Approved"	"Sat Jan 25 09:08:36 PST 2014"	"Fri Jan 24 16:27:32 PST 2014"	"Fri Jan 24 16:28:36 PST 2014"	"Fri Jan 24 16:35:18 PST 2014"	""	""	""	""	"""pizza"""	"""mushrooms"""	"0"	"""right"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""2"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""pizza"""	""""""	"""35"""	"""m"""	"3"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"22FQQ7Q670519DINN6TTWC13STMCWZ"	"A1P12U9HVGY0T3"	"Approved"	"Sat Jan 25 09:09:33 PST 2014"	"Fri Jan 24 16:28:19 PST 2014"	"Fri Jan 24 16:29:33 PST 2014"	"Fri Jan 24 16:36:39 PST 2014"	""	""	""	""	"""friend"""	"""hat"""	"0"	"""right"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""1"""	"""TRUE"""	"""logical"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Bob"""	""""""	"""26"""	"""m"""	"4"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"21QNJ92NJKM0O4SJPZ8Y22GZVMV8DG"	"AAXYYH9MI3PJM"	"Approved"	"Sat Jan 25 09:10:41 PST 2014"	"Fri Jan 24 16:29:56 PST 2014"	"Fri Jan 24 16:30:41 PST 2014"	"Fri Jan 24 16:36:39 PST 2014"	""	""	""	""	"""friend"""	"""glasses"""	"0"	"""right"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""1"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Some jerk off that only says one word. """	"""Nope"""	"""27"""	"""m"""	"4"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2SCMN9U8P9Y3RM2WTNUS0YIS6WWVE0"	"A1TSMYQDZGYWBS"	"Approved"	"Sat Jan 25 09:11:06 PST 2014"	"Fri Jan 24 16:30:00 PST 2014"	"Fri Jan 24 16:31:06 PST 2014"	"Fri Jan 24 16:36:39 PST 2014"	""	""	""	""	"""Christmas tree"""	"""star"""	"0"	"""left"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""2"""	"""TRUE"""	"""target"""	"""TRUE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""Christmas trees"""	"""Interesting survey"""	"""30"""	"""m"""	"3"	"0"
"2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Fri Jan 24 16:02:24 PST 2014"	"200"	"0"	"0"	"200"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Fri Jan 31 16:02:24 PST 2014"	"https://requester.mturk.com/mturk/manageHIT?HITId=2E924SMEZZ2M1DSN5ZZPFY3ASNXK3R"	"2TMNU8LZ6R70ZYX94IZJ9VED25XL58"	"A10VDFRX9TQS17"	"Approved"	"Sat Jan 25 09:11:52 PST 2014"	"Fri Jan 24 16:31:15 PST 2014"	"Fri Jan 24 16:31:52 PST 2014"	"Fri Jan 24 16:36:39 PST 2014"	""	""	""	""	"""sundae"""	"""chocolate"""	"0"	"""middle"""	"-1"	"0"	"1"	"1"	"0"	"0"	"""2"""	"""1"""	"""TRUE"""	"""logical"""	"""FALSE"""	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"""n/a"""	"""n/a"""	"""23"""	"""M"""	"4"	"0"
