"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.target_property"	"Answer.familiarization_cond"	"Answer.money_allocated_to_logical"	"Answer.Likert_value_target"	"Answer.participant_response_type_condition"	"Answer.comment"	"Answer.linguistic_framing_condition"	"Answer.manip_check_dist"	"Answer.item"	"Answer.Likert_value_logical"	"Answer.question_type_condition"	"Answer.choice"	"Answer.money_allocated_to_target"	"Answer.target_frequency"	"Answer.about"	"Answer.familiarization_present_in_study"	"Answer.manip_check_target"	"Answer.participant_feature_count_condition"	"Answer.target_filler_sequence_condition"	"Answer.target_position"	"Answer.name_check_correct"	"Answer.Likert_value_foil"	"Answer.choice_correct"	"Answer.money_allocated_to_foil"
"2V9SQV66RLPH1M9HR11VQI64H1AD5T"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sat Nov 30 19:27:10 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sat Dec 07 19:27:10 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2V9SQV66RLPH1M9HR11VQI64H1AD5T"	"2A7K0COK2JE150VKGECR26O433BSL0"	"A3UEAWMRV5YQ6V"	"Approved"	"Sun Dec 01 12:08:16 PST 2013"	"Sat Nov 30 19:27:40 PST 2013"	"Sat Nov 30 19:28:16 PST 2013"	"Sat Nov 30 19:48:10 PST 2013"	""	""	""	""	"""mustache"""	"-1"	"-1"	"-1"	"0"	""""""	"0"	"""1"""	"""friend"""	"-1"	"0"	"""logical"""	"-1"	"0"	"""No idea"""	"0"	"""2"""	"1"	"0"	"""left"""	"""TRUE"""	"-1"	"""FALSE"""	"-1"
"2V9SQV66RLPH1M9HR11VQI64H1AD5T"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sat Nov 30 19:27:10 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sat Dec 07 19:27:10 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2V9SQV66RLPH1M9HR11VQI64H1AD5T"	"2EB79KQW618NNZ0XBH44BXCJMEOKMD"	"A1CNF7S1U26GKW"	"Approved"	"Sun Dec 01 12:10:07 PST 2013"	"Sat Nov 30 19:28:57 PST 2013"	"Sat Nov 30 19:30:07 PST 2013"	"Sat Nov 30 19:48:09 PST 2013"	""	""	""	""	"""hat"""	"-1"	"-1"	"-1"	"0"	""""""	"0"	"""1"""	"""friend"""	"-1"	"0"	"""target"""	"-1"	"0"	"""To see whos bob favorite friend is"""	"0"	"""2"""	"1"	"0"	"""right"""	"""TRUE"""	"-1"	"""TRUE"""	"-1"
"2V9SQV66RLPH1M9HR11VQI64H1AD5T"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sat Nov 30 19:27:10 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sat Dec 07 19:27:10 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2V9SQV66RLPH1M9HR11VQI64H1AD5T"	"20H6AUC26DG6Q67XZ0RFQ0CTDTU4BI"	"A2DZAKIE1THA2I"	"Approved"	"Sun Dec 01 12:10:19 PST 2013"	"Sat Nov 30 19:29:01 PST 2013"	"Sat Nov 30 19:30:19 PST 2013"	"Sat Nov 30 19:48:10 PST 2013"	""	""	""	""	"""mustache"""	"-1"	"-1"	"-1"	"0"	""""""	"0"	"""1"""	"""friend"""	"-1"	"0"	"""target"""	"-1"	"0"	"""whos bob favorite friend"""	"0"	"""2"""	"1"	"0"	"""middle"""	"""TRUE"""	"-1"	"""TRUE"""	"-1"
"2V9SQV66RLPH1M9HR11VQI64H1AD5T"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sat Nov 30 19:27:10 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sat Dec 07 19:27:10 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2V9SQV66RLPH1M9HR11VQI64H1AD5T"	"2RQW2GTP9RA7BY2MXB0YYOFCTAXPUB"	"A3RO17UKZ723P8"	"Approved"	"Sun Dec 01 12:10:38 PST 2013"	"Sat Nov 30 19:28:53 PST 2013"	"Sat Nov 30 19:30:38 PST 2013"	"Sat Nov 30 19:48:10 PST 2013"	""	""	""	""	"""mustache"""	"-1"	"-1"	"-1"	"0"	""""""	"0"	"""1"""	"""friend"""	"-1"	"0"	"""target"""	"-1"	"0"	"""who is best friend is"""	"0"	"""2"""	"1"	"0"	"""middle"""	"""TRUE"""	"-1"	"""TRUE"""	"-1"
"2V9SQV66RLPH1M9HR11VQI64H1AD5T"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sat Nov 30 19:27:10 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sat Dec 07 19:27:10 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2V9SQV66RLPH1M9HR11VQI64H1AD5T"	"2DPUYT3DHJHPN4JDGLVYERS22OF0TP"	"AACOPGXM3HDML"	"Approved"	"Sun Dec 01 12:11:30 PST 2013"	"Sat Nov 30 19:30:23 PST 2013"	"Sat Nov 30 19:31:30 PST 2013"	"Sat Nov 30 19:48:10 PST 2013"	""	""	""	""	"""hat"""	"-1"	"-1"	"-1"	"0"	"""no"""	"0"	"""1"""	"""friend"""	"-1"	"0"	"""target"""	"-1"	"0"	"""who bobs friends are."""	"0"	"""2"""	"1"	"0"	"""left"""	"""TRUE"""	"-1"	"""TRUE"""	"-1"
"2V9SQV66RLPH1M9HR11VQI64H1AD5T"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sat Nov 30 19:27:10 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sat Dec 07 19:27:10 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2V9SQV66RLPH1M9HR11VQI64H1AD5T"	"22FQQ7Q670519DINN6TTWC12F7UCWK"	"A2NILPHKO8GFDB"	"Approved"	"Sun Dec 01 12:30:02 PST 2013"	"Sat Nov 30 19:49:26 PST 2013"	"Sat Nov 30 19:50:02 PST 2013"	"Sat Nov 30 22:22:41 PST 2013"	""	""	""	""	"""hat"""	"-1"	"-1"	"-1"	"0"	""""""	"0"	"""1"""	"""friend"""	"-1"	"0"	"""logical"""	"-1"	"0"	"""Friends"""	"0"	"""2"""	"1"	"0"	"""right"""	"""TRUE"""	"-1"	"""FALSE"""	"-1"
"2V9SQV66RLPH1M9HR11VQI64H1AD5T"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sat Nov 30 19:27:10 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sat Dec 07 19:27:10 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2V9SQV66RLPH1M9HR11VQI64H1AD5T"	"2JG9Z6KW4ZMAIANRNQ6Q6ONSOIU6FP"	"A1DD23J1WBGQUU"	"Approved"	"Sun Dec 01 12:33:00 PST 2013"	"Sat Nov 30 19:52:04 PST 2013"	"Sat Nov 30 19:53:00 PST 2013"	"Sat Nov 30 22:22:39 PST 2013"	""	""	""	""	"""glasses"""	"-1"	"-1"	"-1"	"0"	"""None, thanks!"""	"0"	"""1"""	"""friend"""	"-1"	"0"	"""logical"""	"-1"	"0"	"""How well I was paying attention? :)"""	"0"	"""2"""	"1"	"0"	"""right"""	"""TRUE"""	"-1"	"""FALSE"""	"-1"
"2V9SQV66RLPH1M9HR11VQI64H1AD5T"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sat Nov 30 19:27:10 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sat Dec 07 19:27:10 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2V9SQV66RLPH1M9HR11VQI64H1AD5T"	"2UU74J79KQW6K1T42ZOFID4AQ3RHJ4"	"A2MKXI4KCRRI7Y"	"Approved"	"Sun Dec 01 12:33:25 PST 2013"	"Sat Nov 30 19:52:49 PST 2013"	"Sat Nov 30 19:53:25 PST 2013"	"Sat Nov 30 22:22:38 PST 2013"	""	""	""	""	"""mustache"""	"-1"	"-1"	"-1"	"0"	""""""	"0"	"""1"""	"""friend"""	"-1"	"0"	"""target"""	"-1"	"0"	"""bob's friends"""	"0"	"""2"""	"1"	"0"	"""middle"""	"""TRUE"""	"-1"	"""TRUE"""	"-1"
"2V9SQV66RLPH1M9HR11VQI64H1AD5T"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sat Nov 30 19:27:10 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sat Dec 07 19:27:10 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2V9SQV66RLPH1M9HR11VQI64H1AD5T"	"2MYSK9RJ85OZ1SKHIF1PSOOVY596UO"	"A3VJY2IKOZ17GJ"	"Approved"	"Sun Dec 01 12:35:28 PST 2013"	"Sat Nov 30 19:54:34 PST 2013"	"Sat Nov 30 19:55:28 PST 2013"	"Sat Nov 30 22:22:42 PST 2013"	""	""	""	""	"""hat"""	"-1"	"-1"	"-1"	"0"	"""Nope."""	"0"	"""1"""	"""friend"""	"-1"	"0"	"""target"""	"-1"	"0"	"""Bob and his friends. Maybe studying how we judge people with mustaches?"""	"0"	"""2"""	"1"	"0"	"""left"""	"""TRUE"""	"-1"	"""TRUE"""	"-1"
"2V9SQV66RLPH1M9HR11VQI64H1AD5T"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sat Nov 30 19:27:10 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sat Dec 07 19:27:10 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2V9SQV66RLPH1M9HR11VQI64H1AD5T"	"2GAAA2SEIUUUJTUQGP14OISDLT7PPH"	"A2NCLA0M0FQFGM"	"Approved"	"Sun Dec 01 12:38:18 PST 2013"	"Sat Nov 30 19:57:33 PST 2013"	"Sat Nov 30 19:58:18 PST 2013"	"Sat Nov 30 22:22:40 PST 2013"	""	""	""	""	"""glasses"""	"-1"	"-1"	"-1"	"0"	""""""	"0"	"""1"""	"""friend"""	"-1"	"0"	"""logical"""	"-1"	"0"	"""meeting people"""	"0"	"""2"""	"1"	"0"	"""right"""	"""TRUE"""	"-1"	"""FALSE"""	"-1"
