"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.target_property"	"Answer.familiarization_cond"	"Answer.money_allocated_to_logical"	"Answer.Likert_value_target"	"Answer.participant_response_type_condition"	"Answer.comment"	"Answer.linguistic_framing_condition"	"Answer.manip_check_dist"	"Answer.item"	"Answer.Likert_value_logical"	"Answer.question_type_condition"	"Answer.choice"	"Answer.money_allocated_to_target"	"Answer.target_frequency"	"Answer.about"	"Answer.familiarization_present_in_study"	"Answer.manip_check_target"	"Answer.participant_feature_count_condition"	"Answer.target_filler_sequence_condition"	"Answer.target_position"	"Answer.name_check_correct"	"Answer.Likert_value_foil"	"Answer.choice_correct"	"Answer.money_allocated_to_foil"
"2WVEY5COW0LGAS988W6LI6VPPD7W55"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Mon Dec 09 10:50:24 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Dec 16 10:50:24 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2WVEY5COW0LGAS988W6LI6VPPD7W55"	"2SMUU00OQKKANBOS4XTU86859K1WWY"	"A2YTOX7SEDJ1TC"	"Approved"	"Tue Dec 10 03:32:10 PST 2013"	"Mon Dec 09 10:51:42 PST 2013"	"Mon Dec 09 10:52:10 PST 2013"	"Mon Dec 09 11:08:26 PST 2013"	""	""	""	""	"""sail"""	"-1"	"-1"	"6"	"2"	"""none"""	"1"	"""1"""	"""boat"""	"5"	"0"	"""null"""	"-1"	"0"	"""bobs sailiboat"""	"0"	"""2"""	"1"	"0"	"""right"""	"""TRUE"""	"1"	"""FALSE"""	"-1"
"2WVEY5COW0LGAS988W6LI6VPPD7W55"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Mon Dec 09 10:50:24 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Dec 16 10:50:24 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2WVEY5COW0LGAS988W6LI6VPPD7W55"	"21DPHIT3HVWAEDO6YSAQ8177UXBCKA"	"APBXL9N9RF18V"	"Approved"	"Tue Dec 10 03:32:26 PST 2013"	"Mon Dec 09 10:51:07 PST 2013"	"Mon Dec 09 10:52:26 PST 2013"	"Mon Dec 09 11:08:27 PST 2013"	""	""	""	""	"""cabin"""	"-1"	"-1"	"4"	"2"	"""none"""	"1"	"""1"""	"""boat"""	"5"	"0"	"""null"""	"-1"	"0"	"""which boat Bob will choose"""	"0"	"""3"""	"1"	"0"	"""middle"""	"""TRUE"""	"4"	"""FALSE"""	"-1"
"2WVEY5COW0LGAS988W6LI6VPPD7W55"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Mon Dec 09 10:50:24 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Dec 16 10:50:24 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2WVEY5COW0LGAS988W6LI6VPPD7W55"	"2USCOK2JE1M78DQ9HWN6UZAHVSNUN7"	"A328NWLCNGQ7GJ"	"Approved"	"Tue Dec 10 03:32:33 PST 2013"	"Mon Dec 09 10:51:00 PST 2013"	"Mon Dec 09 10:52:33 PST 2013"	"Mon Dec 09 11:08:27 PST 2013"	""	""	""	""	"""cabin"""	"-1"	"-1"	"7"	"2"	"""Nope"""	"1"	"""1"""	"""boat"""	"7"	"0"	"""null"""	"-1"	"0"	"""Which Boat Bob Was Referring To By Only Speaking One Word"""	"0"	"""2"""	"1"	"0"	"""right"""	"""TRUE"""	"1"	"""FALSE"""	"-1"
"2WVEY5COW0LGAS988W6LI6VPPD7W55"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Mon Dec 09 10:50:24 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Dec 16 10:50:24 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2WVEY5COW0LGAS988W6LI6VPPD7W55"	"240LZ6R70G5RS1J8F8MEDWSXOB18OL"	"A33SMNMTMIOJ6T"	"Approved"	"Tue Dec 10 03:32:43 PST 2013"	"Mon Dec 09 10:52:08 PST 2013"	"Mon Dec 09 10:52:43 PST 2013"	"Mon Dec 09 11:08:27 PST 2013"	""	""	""	""	"""motor"""	"-1"	"-1"	"6"	"2"	""""""	"1"	"""1"""	"""boat"""	"4"	"0"	"""null"""	"-1"	"0"	"""I don't know."""	"0"	"""2"""	"1"	"0"	"""left"""	"""TRUE"""	"1"	"""FALSE"""	"-1"
"2WVEY5COW0LGAS988W6LI6VPPD7W55"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Mon Dec 09 10:50:24 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Dec 16 10:50:24 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2WVEY5COW0LGAS988W6LI6VPPD7W55"	"2JR6KW4ZMAZH0KXLBVROTNVWCPN8HX"	"A3B3AKQ9G1VX9J"	"Approved"	"Tue Dec 10 03:33:40 PST 2013"	"Mon Dec 09 10:51:54 PST 2013"	"Mon Dec 09 10:53:40 PST 2013"	"Mon Dec 09 11:08:27 PST 2013"	""	""	""	""	"""cabin"""	"-1"	"-1"	"7"	"2"	"""None."""	"1"	"""1"""	"""boat"""	"7"	"0"	"""null"""	"-1"	"0"	"""I think the survey was about perception of language based on a given amount of knowledge."""	"0"	"""2"""	"1"	"0"	"""right"""	"""TRUE"""	"1"	"""FALSE"""	"-1"
"2WVEY5COW0LGAS988W6LI6VPPD7W55"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Mon Dec 09 10:50:24 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Dec 16 10:50:24 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2WVEY5COW0LGAS988W6LI6VPPD7W55"	"2LVQ39Z0B6UT7ZZ4A0JT1RKLKKWXM4"	"A2EEUQ0YY2XIU"	"Approved"	"Tue Dec 10 03:37:22 PST 2013"	"Mon Dec 09 10:56:53 PST 2013"	"Mon Dec 09 10:57:22 PST 2013"	"Mon Dec 09 11:58:01 PST 2013"	""	""	""	""	"""cabin"""	"-1"	"-1"	"7"	"2"	"""No"""	"1"	"""1"""	"""boat"""	"6"	"0"	"""null"""	"-1"	"0"	"""Language"""	"0"	"""2"""	"1"	"0"	"""middle"""	"""TRUE"""	"1"	"""FALSE"""	"-1"
"2WVEY5COW0LGAS988W6LI6VPPD7W55"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Mon Dec 09 10:50:24 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Dec 16 10:50:24 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2WVEY5COW0LGAS988W6LI6VPPD7W55"	"2ZYAUC26DG67WU33R56K6COPX7I5CK"	"A1FKCYWMD3HCXU"	"Approved"	"Tue Dec 10 03:37:34 PST 2013"	"Mon Dec 09 10:57:03 PST 2013"	"Mon Dec 09 10:57:34 PST 2013"	"Mon Dec 09 11:57:58 PST 2013"	""	""	""	""	"""sail"""	"-1"	"-1"	"5"	"2"	""""""	"1"	"""1"""	"""boat"""	"7"	"0"	"""null"""	"-1"	"0"	"""no idea"""	"0"	"""2"""	"1"	"0"	"""left"""	"""TRUE"""	"1"	"""FALSE"""	"-1"
"2WVEY5COW0LGAS988W6LI6VPPD7W55"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Mon Dec 09 10:50:24 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Dec 16 10:50:24 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2WVEY5COW0LGAS988W6LI6VPPD7W55"	"29YKW4ZMAZHHAKRFM5FNTVRMW8LI9Q"	"A2OMWZZ5IHPJUD"	"Approved"	"Tue Dec 10 03:37:36 PST 2013"	"Mon Dec 09 10:56:50 PST 2013"	"Mon Dec 09 10:57:36 PST 2013"	"Mon Dec 09 11:58:00 PST 2013"	""	""	""	""	"""cabin"""	"-1"	"-1"	"6"	"2"	""""""	"1"	"""1"""	"""boat"""	"6"	"0"	"""null"""	"-1"	"0"	"""guessing what someone means"""	"0"	"""2"""	"1"	"0"	"""right"""	"""TRUE"""	"1"	"""FALSE"""	"-1"
"2WVEY5COW0LGAS988W6LI6VPPD7W55"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Mon Dec 09 10:50:24 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Dec 16 10:50:24 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2WVEY5COW0LGAS988W6LI6VPPD7W55"	"24MU00OQKKA41BY8O7L2C80JROGXXO"	"A26JIHKBORI9X"	"Approved"	"Tue Dec 10 03:38:14 PST 2013"	"Mon Dec 09 10:57:24 PST 2013"	"Mon Dec 09 10:58:14 PST 2013"	"Mon Dec 09 11:58:01 PST 2013"	""	""	""	""	"""cabin"""	"-1"	"-1"	"7"	"2"	"""Fun survey!"""	"1"	"""1"""	"""boat"""	"7"	"0"	"""null"""	"-1"	"0"	"""Picking a boat with a cabin"""	"0"	"""2"""	"1"	"0"	"""right"""	"""TRUE"""	"1"	"""FALSE"""	"-1"
"2WVEY5COW0LGAS988W6LI6VPPD7W55"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Mon Dec 09 10:50:24 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Dec 16 10:50:24 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2WVEY5COW0LGAS988W6LI6VPPD7W55"	"2YP7H57DZKPFXXKG9M4M85LDDXR2CG"	"A274NFT93QPBGL"	"Approved"	"Tue Dec 10 03:38:44 PST 2013"	"Mon Dec 09 10:57:51 PST 2013"	"Mon Dec 09 10:58:44 PST 2013"	"Mon Dec 09 11:57:59 PST 2013"	""	""	""	""	"""motor"""	"-1"	"-1"	"6"	"2"	""""""	"1"	"""1"""	"""boat"""	"6"	"0"	"""null"""	"-1"	"0"	"""To see how people judge what people are talking about."""	"0"	"""2"""	"1"	"0"	"""middle"""	"""TRUE"""	"1"	"""FALSE"""	"-1"
