cor,depth,alpha
0.735736909416747,0,0
0.735736909416747,0,0.1
0.735736909416747,0,0.2
0.735736909416747,0,0.3
0.735736909416747,0,0.4
0.735736909416747,0,0.5
0.735736909416747,0,0.6
0.735736909416747,0,0.7
0.735736909416747,0,0.8
0.735736909416747,0,0.9
0.735736909416747,0,1
0.735736909416747,0,1.1
0.735736909416747,0,1.2
0.735736909416747,0,1.3
0.735736909416747,0,1.4
0.735736909416747,0,1.5
0.735736909416747,0,1.6
0.735736909416747,0,1.7
0.735736909416747,0,1.8
0.735736909416747,0,1.9
0.735736909416747,0,2
0.735736909416747,0,2.1
0.735736909416747,0,2.2
0.735736909416747,0,2.3
0.735736909416747,0,2.4
0.735736909416747,0,2.5
0.735736909416747,0,2.6
0.735736909416747,0,2.7
0.735736909416747,0,2.8
0.735736909416747,0,2.9
0.735736909416747,0,3
0.735736909416747,0,3.1
0.735736909416747,0,3.2
0.735736909416747,0,3.3
0.735736909416747,0,3.4
0.735736909416747,0,3.5
0.735736909416747,0,3.6
0.735736909416747,0,3.7
0.735736909416747,0,3.8
0.735736909416747,0,3.9
0.735736909416747,0,4
0.735736909416747,0,4.1
0.735736909416747,0,4.2
0.735736909416747,0,4.3
0.735736909416747,0,4.4
0.735736909416747,0,4.5
0.735736909416747,0,4.6
0.735736909416747,0,4.7
0.735736909416747,0,4.8
0.735736909416747,0,4.9
0.735736909416747,0,5
0.945736188247475,1,1.5
0.945647737496381,1,1.6
0.945609083675386,1,1.4
0.945364383400707,1,1.7
0.945246384301792,1,1.3
0.944906954909,1,1.8
0.944629141272323,1,1.2
0.944296074781776,1,1.9
0.943740002850704,1,1.1
0.943551834341142,1,2
0.94269352791603,1,2.1
0.942563730822707,1,1
0.941739445699153,1,2.2
0.941087704801664,1,0.9
0.940706721406677,1,2.3
0.939611229538276,1,2.4
0.939302390077174,1,0.8
0.938467526098955,1,2.5
0.937288826255275,1,2.6
0.937201743950941,1,0.7
0.936087012434835,1,2.7
0.934872666719522,1,2.8
0.934783536778754,1,0.6
0.933655121923487,1,2.9
0.932442526397992,1,3
0.93204956729649,1,0.5
0.931241918298911,1,3.1
0.930059305739383,1,3.2
0.929005757104905,1,0.4
0.928899749896835,1,3.3
0.92776744873049,1,3.4
0.926665819482757,1,3.5
0.925662116014061,1,0.3
0.925597578582965,1,3.6
0.924564817947057,1,3.7
0.923569076977214,1,3.8
0.92261140981773,1,3.9
0.922032577673634,1,0.2
0.92169244762515,1,4
0.92081245576902,1,4.1
0.919971386001352,1,4.2
0.919168923724431,1,4.3
0.91840453055317,1,4.4
0.918134712774716,1,0.1
0.917677482414704,1,4.5
0.91698690345822,1,4.6
0.916331796065589,1,4.7
0.915711067260876,1,4.8
0.915123551816725,1,4.9
0.914568032349641,1,5
0.913989334314503,1,0
0.951300215958112,2,0.9
0.951016278457086,2,0.8
0.950586363157522,2,1
0.949649874200497,2,0.7
0.949012755524191,2,1.1
0.947176809395945,2,0.6
0.946756768693461,2,1.2
0.944016660319139,2,1.3
0.943632690975706,2,0.5
0.940992015606215,2,1.4
0.939105224096631,2,0.4
0.937866406391291,2,1.5
0.934794703144553,2,1.6
0.933721585270245,2,0.3
0.931896135458941,2,1.7
0.929252850111204,2,1.8
0.927633560258373,2,0.2
0.926912750153752,2,1.9
0.924894984260122,2,2
0.923196537474539,2,2.1
0.921798756452522,2,2.2
0.921002982677054,2,0.1
0.920673106477836,2,2.3
0.919785851978944,2,2.4
0.919101616404836,2,2.5
0.918585919449362,2,2.6
0.918206847940572,2,2.7
0.917936029357777,2,2.8
0.917749069086969,2,2.9
0.917667893986044,2,5
0.917662901456548,2,4.9
0.917657174569118,2,4.8
0.917650605771866,2,4.7
0.917643076966808,2,4.6
0.917634462458996,2,4.5
0.917625596467966,2,3
0.917624634899836,2,4.4
0.917613475773955,2,4.3
0.917600892550683,2,4.2
0.917586845324557,2,4.1
0.917571386601249,2,4
0.9175547188243,2,3.9
0.917549044999633,2,3.1
0.917537275233104,2,3.8
0.917519830600919,2,3.7
0.91750627041896,2,3.2
0.917503649171298,2,3.6
0.917490677460893,2,3.5
0.917487088036398,2,3.3
0.917483789194479,2,3.4
0.913989334314503,2,0
0.952009468668087,3,0.8
0.951633945945587,3,0.7
0.950537704701151,3,0.9
0.949452965914438,3,0.6
0.947415895375742,3,1
0.945686129513994,3,0.5
0.943082153889362,3,1.1
0.940648059597604,3,0.4
0.938136960395222,3,1.2
0.934675450042826,3,0.3
0.933203523363463,3,1.3
0.928783923150886,3,1.4
0.9280783035141,3,0.2
0.925172121608885,3,1.5
0.922449338948902,3,1.6
0.92111566307453,3,0.1
0.920540834049937,3,1.7
0.919291378439908,3,1.8
0.918526863874648,3,1.9
0.918091218577752,3,2
0.917862114719825,3,2.1
0.917752963566752,3,2.2
0.917707749075234,3,2.3
0.917703839538418,3,5
0.917703839538357,3,4.9
0.917703839538175,3,4.8
0.917703839537651,3,4.7
0.917703839536175,3,4.6
0.917703839532123,3,4.5
0.91770383952127,3,4.4
0.917703839492943,3,4.3
0.917703839420886,3,4.2
0.917703839242347,3,4.1
0.917703838811596,3,4
0.917703837800073,3,3.9
0.917703835488982,3,3.8
0.917703830353434,3,3.7
0.917703819258323,3,3.6
0.917703795961116,3,3.5
0.917703748433414,3,3.4
0.917703654278208,3,3.3
0.91770347331183,3,3.2
0.917703136513226,3,3.1
0.917702531992608,3,3
0.917701493918515,3,2.9
0.917699814859237,3,2.8
0.91769733488166,3,2.7
0.917694223047507,3,2.6
0.91769328482896,3,2.4
0.91769166430232,3,2.5
0.913989334314503,3,0
0.952068343023763,4,0.7
0.951733661424092,4,0.8
0.950056738485762,4,0.6
0.948827167650234,4,0.9
0.946176548021056,4,0.5
0.943640199109303,4,1
0.940945284235651,4,0.4
0.937109455500843,4,1.1
0.934810886976054,4,0.3
0.930577015792589,4,1.2
0.928119270683231,4,0.2
0.92521419263047,4,1.3
0.921538733725122,4,1.4
0.921120700637135,4,0.1
0.919406195771033,4,1.5
0.918350762634421,4,1.6
0.917907498586218,4,1.7
0.917753145467279,4,1.8
0.91771096622163,4,1.9
0.917703839538448,4,3.3
0.917703839538448,4,3.4
0.917703839538448,4,3.5
0.917703839538448,4,3.6
0.917703839538448,4,3.7
0.917703839538448,4,3.8
0.917703839538448,4,3.9
0.917703839538448,4,4
0.917703839538448,4,4.1
0.917703839538448,4,4.2
0.917703839538448,4,4.3
0.917703839538448,4,4.4
0.917703839538448,4,4.5
0.917703839538448,4,4.6
0.917703839538448,4,4.7
0.917703839538448,4,4.8
0.917703839538448,4,4.9
0.917703839538448,4,5
0.917703839538448,4,3.2
0.917703839538445,4,3.1
0.917703839538387,4,3
0.917703839537637,4,2.9
0.917703839529613,4,2.8
0.917703839458704,4,2.7
0.917703838936718,4,2.6
0.917703835715794,4,2.5
0.917703819052718,4,2.4
0.917703747953907,4,2.3
0.91770351189336,4,2.2
0.917703228431681,4,2
0.917703015539401,4,2.1
0.913989334314503,4,0
0.952172395978827,5,0.7
0.951374959603316,5,0.8
0.950242517064409,5,0.6
0.947351060054591,5,0.9
0.946306760846174,5,0.5
0.941007788450542,5,0.4
0.940420524795712,5,1
0.934831872597512,5,0.3
0.932222609781684,5,1.1
0.928123437753524,5,0.2
0.925149048377113,5,1.2
0.921120954321856,5,0.1
0.920684926106883,5,1.3
0.918613477792448,5,1.4
0.917906193234485,5,1.5
0.91773358836023,5,1.6
0.917706008247691,5,1.7
0.917703839538448,5,2.5
0.917703839538448,5,2.6
0.917703839538448,5,2.7
0.917703839538448,5,2.8
0.917703839538448,5,2.9
0.917703839538448,5,3
0.917703839538448,5,3.1
0.917703839538448,5,3.2
0.917703839538448,5,3.3
0.917703839538448,5,3.4
0.917703839538448,5,3.5
0.917703839538448,5,3.6
0.917703839538448,5,3.7
0.917703839538448,5,3.8
0.917703839538448,5,3.9
0.917703839538448,5,4
0.917703839538448,5,4.1
0.917703839538448,5,4.2
