"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.target_property"	"Answer.familiarization_cond"	"Answer.money_allocated_to_logical"	"Answer.Likert_value_target"	"Answer.participant_response_type_condition"	"Answer.linguistic_framing_condition"	"Answer.target_frequency"	"Answer.participant_feature_count_condition"	"Answer.target_filler_sequence_condition"	"Answer.target_position"	"Answer.name_check_correct"	"Answer.Likert_value_foil"	"Answer.comment"	"Answer.manip_check_dist"	"Answer.item"	"Answer.Likert_value_logical"	"Answer.question_type_condition"	"Answer.choice"	"Answer.money_allocated_to_target"	"Answer.about"	"Answer.familiarization_present_in_study"	"Answer.manip_check_target"	"Answer.choice_correct"	"Answer.money_allocated_to_foil"
"2I8P6AUC26DGP0J1T8M0LK0EHSA3AU"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Mon Nov 18 03:51:30 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 25 03:51:30 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2I8P6AUC26DGP0J1T8M0LK0EHSA3AU"	"2IBHSTLB3L0FUCFIKGAEPRE05MFIUJ"	"A3GDTSFHVBUJHD"	"Approved"	"Mon Nov 18 20:41:34 PST 2013"	"Mon Nov 18 03:59:37 PST 2013"	"Mon Nov 18 04:01:34 PST 2013"	"Mon Nov 18 04:13:34 PST 2013"	""	""	""	""	"""mustache"""	"-1"	"-1"	"6"	"2"	"0"	"0"	"1"	"0"	"""left"""	"""TRUE"""	"1"	""" cool HIT"""	"""1"""	"""friend"""	"5"	"0"	"""null"""	"-1"	"""bobs freinds and which friend he likes most"""	"0"	"""2"""	"""FALSE"""	"-1"
"2I8P6AUC26DGP0J1T8M0LK0EHSA3AU"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Mon Nov 18 03:51:30 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 25 03:51:30 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2I8P6AUC26DGP0J1T8M0LK0EHSA3AU"	"2WIU6L5OBVCIKK3X0F9JL7GZSR2GZE"	"A1BHMDRWW9ZYSO"	"Approved"	"Mon Nov 18 20:41:53 PST 2013"	"Mon Nov 18 04:00:58 PST 2013"	"Mon Nov 18 04:01:53 PST 2013"	"Mon Nov 18 04:13:33 PST 2013"	""	""	""	""	"""glasses"""	"-1"	"-1"	"6"	"2"	"0"	"0"	"1"	"0"	"""middle"""	"""TRUE"""	"1"	""""""	"""1"""	"""friend"""	"6"	"0"	"""null"""	"-1"	"""Bob's Friends"""	"0"	"""2"""	"""FALSE"""	"-1"
"2I8P6AUC26DGP0J1T8M0LK0EHSA3AU"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Mon Nov 18 03:51:30 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 25 03:51:30 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2I8P6AUC26DGP0J1T8M0LK0EHSA3AU"	"2T85TYMNCWYBN2L9OXJH311OF4GOKN"	"A2OZTBCBOCHF9E"	"Approved"	"Mon Nov 18 20:41:56 PST 2013"	"Mon Nov 18 04:01:06 PST 2013"	"Mon Nov 18 04:01:56 PST 2013"	"Mon Nov 18 04:13:33 PST 2013"	""	""	""	""	"""mustache"""	"-1"	"-1"	"5"	"2"	"0"	"0"	"1"	"0"	"""left"""	"""TRUE"""	"1"	""""""	"""1"""	"""friend"""	"5"	"0"	"""null"""	"-1"	"""I don't know."""	"0"	"""2"""	"""FALSE"""	"-1"
"2I8P6AUC26DGP0J1T8M0LK0EHSA3AU"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Mon Nov 18 03:51:30 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 25 03:51:30 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2I8P6AUC26DGP0J1T8M0LK0EHSA3AU"	"2P006UFBNFSVZNRFZEWS26NLSWGH3H"	"A8TCR99262PGK"	"Approved"	"Mon Nov 18 20:41:59 PST 2013"	"Mon Nov 18 04:01:11 PST 2013"	"Mon Nov 18 04:01:59 PST 2013"	"Mon Nov 18 04:13:33 PST 2013"	""	""	""	""	"""hat"""	"-1"	"-1"	"7"	"2"	"0"	"0"	"1"	"0"	"""right"""	"""TRUE"""	"7"	""""""	"""1"""	"""friend"""	"7"	"0"	"""null"""	"-1"	"""bobs friends"""	"0"	"""2"""	"""FALSE"""	"-1"
"2I8P6AUC26DGP0J1T8M0LK0EHSA3AU"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Mon Nov 18 03:51:30 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 25 03:51:30 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2I8P6AUC26DGP0J1T8M0LK0EHSA3AU"	"2H957DZKPFE4X9JH9RT5R8IEEGL4EA"	"A4KIZIV7XPVZQ"	"Approved"	"Mon Nov 18 20:42:03 PST 2013"	"Mon Nov 18 04:00:47 PST 2013"	"Mon Nov 18 04:02:03 PST 2013"	"Mon Nov 18 04:13:32 PST 2013"	""	""	""	""	"""mustache"""	"-1"	"-1"	"5"	"2"	"0"	"0"	"1"	"0"	"""left"""	"""TRUE"""	"1"	""""""	"""1"""	"""friend"""	"5"	"0"	"""null"""	"-1"	"""logistical thinkig"""	"0"	"""2"""	"""FALSE"""	"-1"
"2I8P6AUC26DGP0J1T8M0LK0EHSA3AU"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Mon Nov 18 03:51:30 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 25 03:51:30 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2I8P6AUC26DGP0J1T8M0LK0EHSA3AU"	"2BQ7QEOZFYQSK5YTIT6XXDS99TPGJT"	"A3PYW2CPW9ZZIY"	"Approved"	"Mon Nov 18 20:42:04 PST 2013"	"Mon Nov 18 03:59:55 PST 2013"	"Mon Nov 18 04:02:04 PST 2013"	"Mon Nov 18 04:13:35 PST 2013"	""	""	""	""	"""hat"""	"-1"	"-1"	"7"	"2"	"0"	"0"	"1"	"0"	"""middle"""	"""TRUE"""	"7"	"""the bubbles were clicked more than once, i couldn't undo a click. it should be 1, 5, 4 in that order for the clicks."""	"""1"""	"""friend"""	"4"	"0"	"""null"""	"-1"	"""finding out which person bob likes from what he says and our interpretation"""	"0"	"""2"""	"""FALSE"""	"-1"
"2I8P6AUC26DGP0J1T8M0LK0EHSA3AU"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Mon Nov 18 03:51:30 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 25 03:51:30 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2I8P6AUC26DGP0J1T8M0LK0EHSA3AU"	"2I3727M0IGFK0676UKJVL4VNFBOEZW"	"A3IYDY7TO808Z3"	"Approved"	"Mon Nov 18 20:42:18 PST 2013"	"Mon Nov 18 04:01:20 PST 2013"	"Mon Nov 18 04:02:18 PST 2013"	"Mon Nov 18 04:13:35 PST 2013"	""	""	""	""	"""mustache"""	"-1"	"-1"	"4"	"2"	"0"	"0"	"1"	"0"	"""left"""	"""TRUE"""	"1"	""""""	"""1"""	"""friend"""	"4"	"0"	"""null"""	"-1"	"""Who is Bob's favorite friend."""	"0"	"""2"""	"""FALSE"""	"-1"
"2I8P6AUC26DGP0J1T8M0LK0EHSA3AU"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Mon Nov 18 03:51:30 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 25 03:51:30 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2I8P6AUC26DGP0J1T8M0LK0EHSA3AU"	"2F3MJTUHYW2GCIFR6CJ52M1B0FGOJO"	"A2TP3RDW3QWA43"	"Approved"	"Mon Nov 18 20:42:43 PST 2013"	"Mon Nov 18 04:01:12 PST 2013"	"Mon Nov 18 04:02:43 PST 2013"	"Mon Nov 18 04:13:32 PST 2013"	""	""	""	""	"""mustache"""	"-1"	"-1"	"5"	"2"	"0"	"0"	"1"	"0"	"""left"""	"""TRUE"""	"1"	""""""	"""1"""	"""friend"""	"7"	"0"	"""null"""	"-1"	"""Bob's friends."""	"0"	"""2"""	"""FALSE"""	"-1"
"2I8P6AUC26DGP0J1T8M0LK0EHSA3AU"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Mon Nov 18 03:51:30 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 25 03:51:30 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2I8P6AUC26DGP0J1T8M0LK0EHSA3AU"	"2HUJENLVWJ5O846YRLQ84MWGYVDS0I"	"A204JAK7QRDWVM"	"Approved"	"Mon Nov 18 20:43:02 PST 2013"	"Mon Nov 18 04:02:00 PST 2013"	"Mon Nov 18 04:03:02 PST 2013"	"Mon Nov 18 04:13:35 PST 2013"	""	""	""	""	"""hat"""	"-1"	"-1"	"4"	"2"	"0"	"0"	"1"	"0"	"""left"""	"""TRUE"""	"1"	""""""	"""1"""	"""friend"""	"4"	"0"	"""null"""	"-1"	"""Picking Bob's friend"""	"0"	"""2"""	"""FALSE"""	"-1"
"2I8P6AUC26DGP0J1T8M0LK0EHSA3AU"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Mon Nov 18 03:51:30 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 25 03:51:30 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2I8P6AUC26DGP0J1T8M0LK0EHSA3AU"	"2BG3W5XH0JPPBB8KUJGLYP7AB2AEK9"	"AWNGOAO24ARJY"	"Approved"	"Mon Nov 18 20:43:59 PST 2013"	"Mon Nov 18 04:02:24 PST 2013"	"Mon Nov 18 04:03:59 PST 2013"	"Mon Nov 18 04:13:35 PST 2013"	""	""	""	""	"""mustache"""	"-1"	"-1"	"4"	"2"	"0"	"0"	"1"	"0"	"""right"""	"""TRUE"""	"1"	"""no"""	"""1"""	"""friend"""	"4"	"0"	"""null"""	"-1"	"""perceptions"""	"0"	"""2"""	"""FALSE"""	"-1"
"2I8P6AUC26DGP0J1T8M0LK0EHSA3AU"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Mon Nov 18 03:51:30 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 25 03:51:30 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2I8P6AUC26DGP0J1T8M0LK0EHSA3AU"	"2R7L42J1LY58U087I59GLKHISNMP4F"	"A8H56XB9K7DB5"	"Approved"	"Mon Nov 18 20:44:45 PST 2013"	"Mon Nov 18 04:03:39 PST 2013"	"Mon Nov 18 04:04:45 PST 2013"	"Mon Nov 18 04:13:34 PST 2013"	""	""	""	""	"""glasses"""	"-1"	"-1"	"3"	"2"	"0"	"0"	"1"	"0"	"""left"""	"""TRUE"""	"4"	""""""	"""1"""	"""friend"""	"5"	"0"	"""null"""	"-1"	"""I haven't the slightest idea!"""	"0"	"""2"""	"""FALSE"""	"-1"
"2I8P6AUC26DGP0J1T8M0LK0EHSA3AU"	"2J9TP9RA7S5W5UC9UXFFD0JMH00XSU"	"What is he talking about? (1-2 mins)"	"Short and fun! A 1-2 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Mon Nov 18 03:51:30 PST 2013"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Mon Nov 25 03:51:30 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2I8P6AUC26DGP0J1T8M0LK0EHSA3AU"	"2C8TP9RA7S5W5UC9UXFFD0JR82YXSI"	"A28GQ44QN9DIH1"	"Approved"	"Mon Nov 18 20:45:20 PST 2013"	"Mon Nov 18 04:04:12 PST 2013"	"Mon Nov 18 04:05:20 PST 2013"	"Mon Nov 18 04:13:32 PST 2013"	""	""	""	""	"""glasses"""	"-1"	"-1"	"7"	"2"	"0"	"0"	"1"	"0"	"""middle"""	"""TRUE"""	"1"	""""""	"""1"""	"""friend"""	"6"	"0"	"""null"""	"-1"	"""Bob's friends"""	"0"	"""2"""	"""FALSE"""	"-1"
