"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.target_property"	"Answer.familiarization_cond"	"Answer.money_allocated_to_logical"	"Answer.Likert_value_target"	"Answer.participant_response_type_condition"	"Answer.linguistic_framing_condition"	"Answer.target_frequency"	"Answer.participant_feature_count_condition"	"Answer.target_filler_sequence_condition"	"Answer.target_position"	"Answer.name_check_correct"	"Answer.Likert_value_foil"	"Answer.comment"	"Answer.manip_check_dist"	"Answer.item"	"Answer.Likert_value_logical"	"Answer.question_type_condition"	"Answer.choice"	"Answer.money_allocated_to_target"	"Answer.about"	"Answer.familiarization_present_in_study"	"Answer.manip_check_target"	"Answer.choice_correct"	"Answer.money_allocated_to_foil"
"2QQJHSTLB3L0Y4P9ET2JKJRGNWUHT0"	"2GDPFE4EGDHD5VBL4N0N5W6HEBW9J1"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sun Nov 10 18:34:17 PST 2013"	"80"	"55"	"0"	"25"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Nov 10 21:42:33 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2QQJHSTLB3L0Y4P9ET2JKJRGNWUHT0"	"2JUNJKM05BMJCNNYS77TV9RFWHXCHS"	"A1W343WGN3ORDP"	"Approved"	"Mon Nov 11 11:23:22 PST 2013"	"Sun Nov 10 18:41:55 PST 2013"	"Sun Nov 10 18:43:22 PST 2013"	"Sun Nov 10 19:06:38 PST 2013"	""	""	""	""	"""glasses"""	"0"	"25"	"-1"	"1"	"0"	"0.22"	"1"	"0"	"""middle"""	"""TRUE"""	"-1"	""""""	"""1"""	"""friend"""	"-1"	"0"	"""null"""	"75"	"""Faces"""	"0"	"""2"""	"""FALSE"""	"0"
"2QQJHSTLB3L0Y4P9ET2JKJRGNWUHT0"	"2GDPFE4EGDHD5VBL4N0N5W6HEBW9J1"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sun Nov 10 18:34:17 PST 2013"	"80"	"55"	"0"	"25"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Nov 10 21:42:33 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2QQJHSTLB3L0Y4P9ET2JKJRGNWUHT0"	"2FZDZKPFE4EGWAJMYAC8O9N4LV9G65"	"A2YBZFSUD5OP7W"	"Approved"	"Mon Nov 11 11:25:23 PST 2013"	"Sun Nov 10 18:44:09 PST 2013"	"Sun Nov 10 18:45:23 PST 2013"	"Sun Nov 10 19:06:38 PST 2013"	""	""	""	""	"""glasses"""	"0"	"50"	"-1"	"1"	"0"	"0.22"	"1"	"0"	"""right"""	"""TRUE"""	"-1"	""""""	"""1"""	"""friend"""	"-1"	"0"	"""null"""	"50"	"""I'm not sure"""	"0"	"""2"""	"""FALSE"""	"0"
"2QQJHSTLB3L0Y4P9ET2JKJRGNWUHT0"	"2GDPFE4EGDHD5VBL4N0N5W6HEBW9J1"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sun Nov 10 18:34:17 PST 2013"	"80"	"55"	"0"	"25"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Nov 10 21:42:33 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2QQJHSTLB3L0Y4P9ET2JKJRGNWUHT0"	"2C9ECWA6X3YOV5L08UWK3PTNC7AMNT"	"A21U088IRFXWQ4"	"Approved"	"Mon Nov 11 11:31:47 PST 2013"	"Sun Nov 10 18:46:55 PST 2013"	"Sun Nov 10 18:51:47 PST 2013"	"Sun Nov 10 19:06:37 PST 2013"	""	""	""	""	"""glasses"""	"0"	"50"	"-1"	"1"	"0"	"0.22"	"1"	"0"	"""middle"""	"""TRUE"""	"-1"	"""n/a"""	"""1"""	"""friend"""	"-1"	"0"	"""null"""	"50"	"""Cognitive skills"""	"0"	"""2"""	"""FALSE"""	"0"
"2QQJHSTLB3L0Y4P9ET2JKJRGNWUHT0"	"2GDPFE4EGDHD5VBL4N0N5W6HEBW9J1"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sun Nov 10 18:34:17 PST 2013"	"80"	"55"	"0"	"25"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Nov 10 21:42:33 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2QQJHSTLB3L0Y4P9ET2JKJRGNWUHT0"	"254NHMVHVKCJJU7KYCVJD9KVLVU537"	"A3P6MTDWS95QIZ"	"Approved"	"Mon Nov 11 11:31:48 PST 2013"	"Sun Nov 10 18:49:43 PST 2013"	"Sun Nov 10 18:51:48 PST 2013"	"Sun Nov 10 19:06:38 PST 2013"	""	""	""	""	"""mustache"""	"0"	"50"	"-1"	"1"	"0"	"0.22"	"1"	"0"	"""middle"""	"""TRUE"""	"-1"	""""""	"""1"""	"""friend"""	"-1"	"0"	"""null"""	"50"	"""his favorite friend"""	"0"	"""2"""	"""FALSE"""	"0"
"2QQJHSTLB3L0Y4P9ET2JKJRGNWUHT0"	"2GDPFE4EGDHD5VBL4N0N5W6HEBW9J1"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sun Nov 10 18:34:17 PST 2013"	"80"	"55"	"0"	"25"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Nov 10 21:42:33 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2QQJHSTLB3L0Y4P9ET2JKJRGNWUHT0"	"280TNKIMZSM538NSYTD0VGVKS7FZC6"	"A1YBOOI41N96TB"	"Approved"	"Mon Nov 11 11:34:50 PST 2013"	"Sun Nov 10 18:52:10 PST 2013"	"Sun Nov 10 18:54:50 PST 2013"	"Sun Nov 10 19:06:38 PST 2013"	""	""	""	""	"""mustache"""	"0"	"48"	"-1"	"1"	"0"	"0.22"	"1"	"0"	"""left"""	"""TRUE"""	"-1"	"""I promise I am not a weirdo. But it can be good to be a weirdo."""	"""1"""	"""friend"""	"-1"	"0"	"""null"""	"37"	"""Friends of happy good weirdos."""	"0"	"""2"""	"""FALSE"""	"15"
"2QQJHSTLB3L0Y4P9ET2JKJRGNWUHT0"	"2GDPFE4EGDHD5VBL4N0N5W6HEBW9J1"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sun Nov 10 18:34:17 PST 2013"	"80"	"55"	"0"	"25"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Nov 10 21:42:33 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2QQJHSTLB3L0Y4P9ET2JKJRGNWUHT0"	"2VNWJ5OPB0YVZSEYI127KP9ZSQW5X8"	"A1XJ3038CPMHX"	"Approved"	"Mon Nov 11 11:36:53 PST 2013"	"Sun Nov 10 18:55:57 PST 2013"	"Sun Nov 10 18:56:53 PST 2013"	"Sun Nov 10 19:06:37 PST 2013"	""	""	""	""	"""glasses"""	"0"	"50"	"-1"	"1"	"0"	"0.22"	"1"	"0"	"""middle"""	"""TRUE"""	"-1"	"""No"""	"""1"""	"""friend"""	"-1"	"0"	"""null"""	"50"	"""Analyzing probability"""	"0"	"""2"""	"""FALSE"""	"0"
"2QQJHSTLB3L0Y4P9ET2JKJRGNWUHT0"	"2GDPFE4EGDHD5VBL4N0N5W6HEBW9J1"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sun Nov 10 18:34:17 PST 2013"	"80"	"55"	"0"	"25"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Nov 10 21:42:33 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2QQJHSTLB3L0Y4P9ET2JKJRGNWUHT0"	"2OJSQV66RLPH1M9HR11VQI67C8LD5F"	"A1M9PB59NOC3X0"	"Approved"	"Mon Nov 11 11:40:58 PST 2013"	"Sun Nov 10 18:58:32 PST 2013"	"Sun Nov 10 19:00:58 PST 2013"	"Sun Nov 10 19:06:38 PST 2013"	""	""	""	""	"""glasses"""	"0"	"50"	"-1"	"1"	"0"	"0.22"	"1"	"0"	"""right"""	"""TRUE"""	"-1"	""""""	"""1"""	"""friend"""	"-1"	"0"	"""null"""	"50"	"""To see how we split our money to bet on likely options"""	"0"	"""2"""	"""FALSE"""	"0"
"2QQJHSTLB3L0Y4P9ET2JKJRGNWUHT0"	"2GDPFE4EGDHD5VBL4N0N5W6HEBW9J1"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sun Nov 10 18:34:17 PST 2013"	"80"	"55"	"0"	"25"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Nov 10 21:42:33 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2QQJHSTLB3L0Y4P9ET2JKJRGNWUHT0"	"2UE05BMJTUHYFVMTLEIADS51BQ1GLG"	"A2K77GGO1G6VAC"	"Approved"	"Mon Nov 11 11:43:54 PST 2013"	"Sun Nov 10 19:01:31 PST 2013"	"Sun Nov 10 19:03:54 PST 2013"	"Sun Nov 10 19:11:18 PST 2013"	""	""	""	""	"""glasses"""	"0"	"50"	"-1"	"1"	"0"	"0.22"	"1"	"0"	"""right"""	"""TRUE"""	"-1"	""""""	"""1"""	"""friend"""	"-1"	"0"	"""null"""	"30"	"""to check on your memory"""	"0"	"""2"""	"""FALSE"""	"20"
"2QQJHSTLB3L0Y4P9ET2JKJRGNWUHT0"	"2GDPFE4EGDHD5VBL4N0N5W6HEBW9J1"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sun Nov 10 18:34:17 PST 2013"	"80"	"55"	"0"	"25"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Nov 10 21:42:33 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2QQJHSTLB3L0Y4P9ET2JKJRGNWUHT0"	"2YUL92HECWA6GW4O8H60IP5PMEPIJ9"	"A1F0YN2ZBPQ9VG"	"Approved"	"Mon Nov 11 11:46:46 PST 2013"	"Sun Nov 10 19:04:49 PST 2013"	"Sun Nov 10 19:06:46 PST 2013"	"Sun Nov 10 19:12:04 PST 2013"	""	""	""	""	"""glasses"""	"0"	"50"	"-1"	"1"	"0"	"0.22"	"1"	"0"	"""right"""	"""TRUE"""	"-1"	""""""	"""1"""	"""friend"""	"-1"	"0"	"""null"""	"50"	"""betting odds"""	"0"	"""2"""	"""FALSE"""	"0"
"2QQJHSTLB3L0Y4P9ET2JKJRGNWUHT0"	"2GDPFE4EGDHD5VBL4N0N5W6HEBW9J1"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sun Nov 10 18:34:17 PST 2013"	"80"	"55"	"0"	"25"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Nov 10 21:42:33 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2QQJHSTLB3L0Y4P9ET2JKJRGNWUHT0"	"2B4STMOFXRDSNBI1A34N3JFRQQ7RUJ"	"AVMIXXCHPD291"	"Approved"	"Mon Nov 11 11:54:50 PST 2013"	"Sun Nov 10 19:13:35 PST 2013"	"Sun Nov 10 19:14:50 PST 2013"	"Sun Nov 10 19:19:08 PST 2013"	""	""	""	""	"""glasses"""	"0"	"50"	"-1"	"1"	"0"	"0.22"	"1"	"0"	"""left"""	"""TRUE"""	"-1"	""""""	"""1"""	"""friend"""	"-1"	"0"	"""null"""	"50"	"""Picking which friend we think Bob is referring to. """	"0"	"""2"""	"""FALSE"""	"0"
"2QQJHSTLB3L0Y4P9ET2JKJRGNWUHT0"	"2GDPFE4EGDHD5VBL4N0N5W6HEBW9J1"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sun Nov 10 18:34:17 PST 2013"	"80"	"55"	"0"	"25"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Nov 10 21:42:33 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2QQJHSTLB3L0Y4P9ET2JKJRGNWUHT0"	"2WYIAA2SEIUUDT6OMPBAAIIXXIDOOA"	"A2KPT0PEUEXCC4"	"Approved"	"Mon Nov 11 13:44:56 PST 2013"	"Sun Nov 10 21:02:10 PST 2013"	"Sun Nov 10 21:04:56 PST 2013"	"Sun Nov 10 21:15:39 PST 2013"	""	""	""	""	"""glasses"""	"0"	"70"	"-1"	"1"	"0"	"0.22"	"1"	"0"	"""right"""	"""TRUE"""	"-1"	""""""	"""1"""	"""friend"""	"-1"	"0"	"""null"""	"20"	"""It seemed like some sort of gambling survey"""	"0"	"""2"""	"""FALSE"""	"10"
"2QQJHSTLB3L0Y4P9ET2JKJRGNWUHT0"	"2GDPFE4EGDHD5VBL4N0N5W6HEBW9J1"	"What is he talking about? (2-3 mins)"	"Short and fun! A 2-3 minute word game about what someone is talking about."	"experiment, psychology, game"	"$0.20"	"Sun Nov 10 18:34:17 PST 2013"	"80"	"55"	"0"	"25"	"Reviewable"	"NotReviewed"	"1 scales"	"600"	"60000"	"Sun Nov 10 21:42:33 PST 2013"	"https://requester.mturk.com/mturk/manageHIT?HITId=2QQJHSTLB3L0Y4P9ET2JKJRGNWUHT0"	"280TNKIMZSM538NSYTD0VGVKS8YCZ4"	"A1IURNWV033ZTG"	"Approved"	"Mon Nov 11 13:48:59 PST 2013"	"Sun Nov 10 21:06:09 PST 2013"	"Sun Nov 10 21:08:59 PST 2013"	"Sun Nov 10 21:37:52 PST 2013"	""	""	""	""	"""mustache"""	"0"	"50"	"-1"	"1"	"0"	"0.22"	"1"	"0"	"""middle"""	"""TRUE"""	"-1"	"""I don't know which ones was Bob!"""	"""1"""	"""friend"""	"-1"	"0"	"""null"""	"50"	"""Probability and moustaches."""	"0"	"""2"""	"""FALSE"""	"0"
